1Beerich,TEXAS,0
40formsintimacy,COLORADO,0
AbdullahMShaikh,TEXAS,0
AbidingMarriage,TEXAS,0
Abrahim_TheGoat,TEXAS,0
AdviseTX,TEXAS,0
ajhodet,TEXAS,0
alenadixson08,MISSOURI,0
AndrewPattock71,MINNESOTA,0
aparapi,TEXAS,0
ArryanB,TEXAS,0
ArtedeVie,LOUISIANA,0
AttorneyMN,MINNESOTA,0
AvalonResident,TEXAS,0
BethanyBergArt,COLORADO,0
BetterMarriage2,MISSOURI,0
BIG_UGLE,MISSOURI,0
billutterford,TEXAS,0
BJHoff9,MISSOURI,0
BlueGardeniaNO,LOUISIANA,0
bmadba,TEXAS,0
Bradys_Landing,TEXAS,0
brannanscott64,KANSAS,0
BrianPfrang,TEXAS,0
brian_deyoung,TEXAS,0
bryan_brune,COLORADO,0
BuzzWhite,TEXAS,0
CandaceFayee,TEXAS,0
carlosrobles198,TEXAS,0
CarolynArthurs1,LOUISIANA,0
castingshadowsx,TEXAS,0
CFAShepherd,TEXAS,0
CJGENTRY25,MISSOURI,0
coby_osler,TEXAS,0
coltheiden,COLORADO,0
coshannonmarie,COLORADO,0
czatwins11,KANSAS,0
Daily_Marriage,TEXAS,0
DavidPaulStudio,LOUISIANA,0
dbehee,KANSAS,0
DeerbrookMall,TEXAS,0
designery22,LOUISIANA,0
Deyta_Analytics,MISSOURI,0
DonnaHeidersche,IOWA,0
dougkolson,MINNESOTA,0
Elizabe85727641,TEXAS,0
farmingtofeed,MISSOURI,0
fckyesmichelle,TEXAS,0
FearTheBrown,LOUISIANA,0
FlorMaciel77,MISSOURI,0
fosterwblake,MINNESOTA,0
FrazzyJazzy7,TEXAS,0
FremontRealty,TEXAS,0
funnydanchopin,MISSOURI,0
GabMoBanks,TEXAS,0
gambinosbakery,LOUISIANA,0
gkphotography1,LOUISIANA,0
